Hotel,Distance
0,8.482460268682784
1,15.472488320724333
2,15.488656817085113
3,26.801499163372885
4,14.5088906187736
5,11.532438696312223
6,16.222782085931712
7,16.23000272398131
8,15.828983015147424
9,7.704933830907247
10,11.084358395738231
11,15.198225135374413
12,15.198225135374413
13,13.44470059568549
14,7.328734918005699
15,10.23341254011927
16,16.411800810189
17,15.025957265433284
18,7.539407091951925
19,5.318574359518529
20,25.068489058414933
21,10.96331360808508
22,10.683021731669388
23,9.27619569577467
24,4.294549772009095
25,10.478699247238158
26,15.854695495098323
27,14.955439441391977
28,15.844013257743146
29,13.159396421662791
30,14.923892452606253
31,7.435481303670192
32,8.20678375086542
33,10.026043715437824
34,16.08139119178673
35,10.507467052680319
36,10.84428825253316
37,10.251223750033487
38,11.170541687270855
39,15.327731557618689
40,16.266874610968898
41,15.729646916503896
42,10.786407681983901
43,8.116251187441765
44,9.73803545729991
45,15.541811334039132
46,15.11193590526381
47,15.056374121475047
48,1.0143371819421385
49,15.917977202093326
50,0.6582806383425808
51,27.61197665401511
52,28.883234459726477
53,1.159319068835443
54,0.8939781426216864
55,7.383479784801156
56,0.6242045263462758
57,12.383249862306053
58,12.561126246260585
59,5.270524339592939
60,1.307471551115857
61,1.3315325385009267
62,4.054317761935813
63,9.603966493649473
64,27.212720435217882
65,0.627974987327744
66,14.4469614263521
67,12.526040097289455
68,11.499905175783308
69,12.732262115285799
70,0.723472857137786
71,5.944950610366879
72,4.6822379517401425
73,0.7857266441089765
74,16.84438616846515
75,10.225271070360249
76,7.281014152046957
77,12.20822663864747
78,22.119352820717346
79,10.440264715523886
80,0.5999723854101348
81,1.5945771254361822
82,1.2001750796278705
83,1.2103673100381716
84,0.6812038704874712
85,20.77588363292667
86,5.835461943789919
87,4.3839722354292885
88,1.0526079905249792
89,0.9258390187789147
90,8.13390890814605
91,0.308235187870175
92,5.9833490449247435
93,0.4198925297084857
94,28.529704651229224
95,12.366874492217791
96,15.63102276602849
97,0.9221696850834031
98,28.582268610437605
99,14.597043738009566
100,2.1365519040830216
101,28.46024855805832
102,0.7017431762615479
103,33.39463033072536
104,16.07932357670854
105,6.693987697098746
106,0.6204131794260679
107,20.860511010936754
108,15.397038364772973
109,23.47836489774146
110,7.112951949573873
111,14.671828687756548
112,7.75198032956187
113,26.738660989794866
114,16.326822178947964
115,15.950525295154698
116,18.78912200400925
117,15.99102128688768
118,7.909499657261869
119,16.213117870880144
120,16.188502253456175
121,19.87038699722647
122,16.752511913149085
123,9.710402536251795
124,7.746235872369773
125,27.137802772211952
126,21.772771487585583
127,7.0832934319152345
128,27.900568799135463
129,7.22604359438685
130,12.860278534157178
131,27.32113442267027
132,27.32753883683483
133,7.584344085519338
134,19.73133323090185
135,19.62638072802846
136,19.60975456642785
137,19.511206609431927
138,10.869386205386947
139,19.702778653352752
140,10.090160149364253
141,19.691464137176286
142,18.038360511597165
143,20.827772880763842
144,21.529964153706
145,4.923034299996474
146,7.644888886451186
