Hotel,Distance
147,9.297995546104163
148,7.838564964956507
149,8.814894811693977
150,11.131133744738337
151,8.922975841835106
152,14.612283389788457
153,8.960598557805582
154,5.887157129696522
155,3.1277613630563668
156,15.50759342104558
157,8.029994676492356
158,3.471769118521883
159,12.380104601085074
160,8.898080906494519
161,8.904967691885268
162,8.926735744576401
163,12.80529240137181
164,12.297016778379131
165,11.837285727345417
166,14.007396322353861
167,10.724887240650363
168,32.35689841902119
169,33.528981173497236
170,11.05679827029604
171,24.60552020761908
172,3.935616511949138
173,3.7927549340538067
174,11.778192843476836
175,11.741460408094762
176,15.776273769252962
177,33.32031306347407
178,9.848164870095925
179,14.221290284353547
180,30.866123919064147
181,19.357018552657593
182,17.645688104454386
183,19.434689420036488
184,17.466211213845433
185,26.744573106446992
186,13.66002548655586
187,13.499230694881392
188,20.11952828199803
189,17.832273035330818
190,14.197168077956505
191,20.0224469197418
192,12.247693379037559
193,15.35097073423662
194,11.986169253211257
195,14.10281937256984
196,24.657500462171157
197,19.78455437481024
198,19.80573371983653
199,9.74830054445647
200,9.747720232676663
201,18.93573212025939
202,18.725145687018056
203,20.19671373370227
204,20.38027753160076
205,23.11123896759859
206,19.244234095540342
207,22.658658624602268
208,18.779941555959944
209,13.726309908698674
210,9.664415986623126
211,11.974195452808802
212,9.478078986239243
213,10.072562796981792
214,15.162541564316582
215,10.907804609516978
216,7.526432759243451
217,8.113676335761266
218,6.418382689025539
219,11.471378110760748
220,20.096936921349204
221,13.091752944639367
222,9.736929316629546
223,16.451974721594816
224,11.78912445940827
225,20.453716469051983
226,21.202498064495433
227,9.138253399193333
228,25.300480891590144
229,21.306257009221994
230,8.231524722964258
231,20.134811721368802
232,9.592690830354451
233,10.520755645582474
234,20.675584364734753
235,14.45414916304833
236,10.017550635343836
237,19.208740483795108
238,8.831192500601837
239,13.298963005646167
240,18.167478701522445
241,9.67316606757291
242,9.691559124139127
243,9.829638909139584
244,9.748005191713812
245,19.719936750381873
246,22.706615647328018
247,9.937597693514336
248,15.352027997447559
249,4.626232290084154
250,15.194720401926176
251,17.18962846815816
252,16.04500137836336
253,13.92749662604499
254,14.351069162791099
255,18.513647652523044
256,17.069499309146057
257,21.669090287378943
258,19.006122951805413
259,7.993013985754611
260,13.545495691786181
261,9.515869857940462
262,20.068881630531788
263,12.964912439190117
264,21.045418710204522
265,18.332644528094058
266,19.816950217779624
267,22.684612405035764
268,10.177618517344893
269,11.250308625474794
270,14.159022549002222
271,9.840117327416033
272,13.048058659976283
273,10.681802475552644
274,11.53506782502468
275,13.609733668396915
276,9.857787392005168
277,11.644820423244285
278,11.718398196334773
279,12.312629971958659
280,11.817583350923773
281,18.42673414595782
282,18.209730252701192
283,24.654739387857113
284,19.133219804060968
285,15.162135480065892
286,14.013566738200845
287,23.64171132514361
288,24.211441894164526
289,22.836372882546254
290,19.721680668676303
291,24.51449358970943
292,17.273468811919674
293,20.042384286009966
294,20.042384286009966
295,20.134885701833344
296,17.208591770320496
297,11.200258797138323
298,10.949631312003559
299,22.39140970165883
300,23.075718774789095
301,14.78973576355763
302,19.955776603037705
303,18.696245833151767
304,20.04132721028332
305,9.338869542530325
306,17.368005752412245
307,17.239264561031202
308,13.91623896574034
309,14.037464770189095
310,19.787694883930662
311,17.170813075803743
312,20.826232414357285
313,13.326369557265506
314,13.317524885718417
315,20.688842440526578
316,21.318856562022308
317,9.010079867063647
318,20.619922277819104
319,10.161743458637444
320,13.037053111175354
321,9.565967115933939
322,20.417014140002973
323,18.538937410190734
324,16.84366657941086
325,19.97563143341126
326,20.011725314780055
327,20.13291013616196
328,6.6773199090214606
329,20.022994592325922
330,4.481787598554845
331,4.474021213424628
332,11.832533284395193
333,8.645968161552231
334,8.769259876099747
335,11.691821248495216
336,0.8105606178699178
337,18.87703908672279
338,15.226817073329649
339,10.0064608011622
340,7.358805321064421
341,6.737006499861982
342,10.176608076779532
343,6.811749640689574
344,15.380908213294523
345,11.401558419123132
346,6.352258663749749
347,4.834878850260602
348,6.375403473617622
349,6.374517575953835
350,6.358339317863142
351,20.8602469372474
352,6.774591551092582
353,6.418017101136162
354,7.349580191209413
355,5.947092254631951
356,6.402031246452566
357,22.125784841699446
358,8.39584766634477
359,4.229102301965208
360,5.989014034189298
361,0.819370638506396
362,8.274158582913968
363,6.58474917650768
364,2.9080818817751632
365,7.899535877421795
366,20.205493585564355
367,8.257203164891743
368,8.487013428054317
369,8.543540439671208
370,8.26227032937272
371,9.574483841952743
372,8.865526427467268
373,17.229272573616587
374,15.45671373163132
375,27.462588443214326
376,18.430144393605048
377,18.58559629385757
378,16.071414388232608
379,6.777905613669976
380,20.35339516346235
381,18.15018519742492
382,5.373933640359178
383,15.48820196136214
384,16.272564418886024
385,17.412040151486803
386,18.549509254887028
387,18.69535696264018
388,18.51444575087627
389,13.724445766290257
390,8.692873789619888
391,11.396068919656914
392,16.864863139034956
393,15.020136875066305
394,8.633098434836025
395,20.48023189613404
396,20.89103900155535
397,9.7668570175051
398,31.85573843272201
399,9.310945058666581
400,15.654635091726757
401,19.495610594583066
402,20.914938985713803
403,26.738986366811197
404,19.99118128005255
405,20.08811573608759
406,20.54776454175283
407,20.09266735664754
408,21.0078425391996
409,21.254262652722417
410,4.888826307628492
411,26.836094117803718
412,26.55254599083996
413,7.831811677201408
414,5.943464655366824
415,4.147674578471675
416,6.494967913915827
